# blastn
# Iteration: 0
# Query: PV178425.1 Rhinovirus C isolate Rhinovirus C/human/USA/MA-Broad_MGH-21780/2024 polyprotein gene, complete cds
# RID: ZPE8B5EG013
# Database: nt
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 70 hits found
PV178425.1	PV178425.1	100.000	7090	0	0	1	7090	1	7090	0.0	13093
PV178425.1	PV178494.1	99.278	7061	51	0	17	7077	1	7061	0.0	12757
PV178425.1	PP314216.1	98.564	7033	101	0	12	7044	1	7033	0.0	12429
PV178425.1	MK520815.1	91.314	7034	608	3	12	7044	1	7032	0.0	9601
PV178425.1	KY348786.1	91.268	6986	608	2	79	7063	1	6985	0.0	9520
PV178425.1	JN205461.1	86.619	7092	945	4	1	7090	10	7099	0.0	7836
PV178425.1	OQ116581.1	76.025	7095	1575	110	6	7036	1	7033	0.0	3563
PV178425.1	MW969536.1	75.992	7135	1562	125	36	7090	1	7064	0.0	3546
PV178425.1	OL961524.1	75.943	7129	1568	122	40	7090	1	7060	0.0	3528
PV178425.1	OL961531.1	75.943	7129	1566	122	36	7085	1	7059	0.0	3526
PV178425.1	ON311176.1	75.912	7128	1570	122	36	7085	1	7059	0.0	3515
PV178425.1	ON311175.1	75.898	7128	1571	122	36	7085	1	7059	0.0	3509
PV178425.1	ON311177.1	75.904	7109	1566	122	55	7085	6	7045	0.0	3502
PV178425.1	JX074056.1	72.872	6897	1701	151	112	6929	1	6806	0.0	2217
PV178425.1	KY369878.1	72.838	6973	1706	166	44	6929	53	6924	0.0	2211
PV178425.1	MK989757.1	72.756	7084	1728	178	44	7033	85	7060	0.0	2204
PV178425.1	ON311156.1	72.626	6919	1720	155	92	6929	3	6828	0.0	2124
PV178425.1	OK161404.1	72.543	6971	1729	160	44	6929	27	6897	0.0	2098
PV178425.1	MZ363437.1	72.562	6921	1722	154	92	6929	3	6829	0.0	2097
PV178425.1	KF734978.1	72.616	7015	1677	209	1	6895	10	6900	0.0	2087
PV178425.1	MZ629145.1	72.551	6860	1710	154	150	6929	39	6805	0.0	2076
PV178425.1	ON311155.1	72.520	6925	1718	162	92	6929	3	6829	0.0	2074
PV178425.1	EF582387.1	72.494	7013	1689	203	1	6895	10	6900	0.0	2043
PV178425.1	KJ675507.1	72.396	6988	1726	181	37	6929	46	6925	0.0	2030
PV178425.1	OK649386.1	72.396	6923	1730	159	92	6929	3	6829	0.0	2030
PV178425.1	MW587068.1	72.528	6927	1662	206	70	6883	1	6799	0.0	2026
PV178425.1	PP194042.1	72.439	6901	1677	186	150	6937	25	6813	0.0	2001
PV178425.1	MZ670576.1	72.423	6897	1685	178	150	6937	25	6813	0.0	1999
PV178425.1	OP342702.1	72.433	6954	1674	207	44	6883	19	6843	0.0	1997
PV178425.1	OK539509.1	72.432	6903	1674	188	150	6937	25	6813	0.0	1993
PV178425.1	PV178503.1	72.407	6893	1677	185	150	6929	25	6805	0.0	1986
PV178425.1	PV178619.1	72.407	6893	1677	185	150	6929	25	6805	0.0	1984
PV178425.1	MZ268706.1	72.369	6898	1687	182	150	6937	25	6813	0.0	1977
PV178425.1	PV178222.1	72.374	6903	1678	190	150	6937	25	6813	0.0	1971
PV178425.1	JN621242.1	72.345	6950	1686	206	92	6929	10	6835	0.0	1969
PV178425.1	PV178348.1	72.319	6994	1694	203	45	6926	16	6879	0.0	1967
PV178425.1	ON311179.1	72.314	6877	1701	170	150	6927	40	6812	0.0	1964
PV178425.1	PV178322.1	72.277	6987	1710	193	45	6926	46	6910	0.0	1962
PV178425.1	PP187406.1	72.433	6711	1648	180	37	6652	31	6634	0.0	1958
PV178425.1	ON311180.1	72.295	6876	1704	168	150	6927	40	6812	0.0	1958
PV178425.1	MW969527.1	72.303	6878	1700	171	150	6927	40	6812	0.0	1958
PV178425.1	PV178458.1	72.297	6938	1692	192	96	6926	6	6820	0.0	1953
PV178425.1	PV178585.1	72.262	6994	1698	204	45	6926	26	6889	0.0	1951
PV178425.1	PV178591.1	72.176	7037	1732	186	3	6929	9	6929	0.0	1945
PV178425.1	PV178207.1	72.195	7042	1722	194	3	6929	9	6929	0.0	1941
PV178425.1	PV178470.1	72.274	6943	1685	202	96	6926	6	6820	0.0	1936
PV178425.1	PV178386.1	72.173	7040	1727	190	3	6929	9	6929	0.0	1936
PV178425.1	OK017918.1	72.245	6878	1704	173	150	6927	40	6812	0.0	1936
PV178425.1	MZ322915.1	72.245	6878	1704	173	150	6927	40	6812	0.0	1936
PV178425.1	KP890662.1	72.256	6971	1682	214	45	6895	54	6892	0.0	1927
PV178425.1	PV178551.1	72.217	6900	1694	181	150	6937	25	6813	0.0	1916
PV178425.1	OP342696.1	72.143	7000	1723	197	37	6929	46	6925	0.0	1914
PV178425.1	MZ363453.1	72.112	6838	1705	171	44	6781	8	6743	0.0	1877
PV178425.1	JF317016.1	72.025	7042	1738	197	1	6929	10	6932	0.0	1877
PV178425.1	PV178487.1	72.088	6997	1705	204	45	6926	29	6892	0.0	1875
PV178425.1	OK161371.1	72.149	6786	1688	171	44	6729	1	6684	0.0	1875
PV178425.1	LC699425.1	71.991	6962	1728	183	44	6895	8	6857	0.0	1849
PV178425.1	DQ875932.2	71.945	6947	1741	182	45	6896	54	6887	0.0	1840
PV178425.1	MZ460691.1	71.996	6842	1706	180	44	6781	8	6743	0.0	1827
PV178425.1	MZ268691.1	71.923	6963	1731	187	44	6895	8	6857	0.0	1821
PV178425.1	MW969524.1	71.923	6963	1731	187	44	6895	1	6850	0.0	1821
PV178425.1	MZ268717.1	71.967	6842	1708	180	44	6781	8	6743	0.0	1816
PV178425.1	MZ427505.1	71.898	6964	1730	191	44	6895	8	6856	0.0	1808
PV178425.1	PP194066.1	71.846	6873	1736	174	150	6930	122	6887	0.0	1788
PV178425.1	PV178608.1	71.716	7064	1774	184	1	6952	2	6953	0.0	1772
PV178425.1	GQ323774.1	75.683	2854	589	82	44	2846	26	2825	0.0	1328
PV178425.1	PP158745.1	71.914	4853	1204	133	44	4819	11	4781	0.0	1323
PV178425.1	PV178548.1	75.156	2890	621	79	1	2846	2	2838	0.0	1269
PV178425.1	OK161367.1	74.930	2840	633	68	44	2846	1	2798	0.0	1227
PV178425.1	OK017949.1	74.930	2840	633	68	44	2846	8	2805	0.0	1227


